Alignment_name	Locus_type
SISRS_contig-1277000161.fasta	UTR
SISRS_contig-785000197.fasta	UTR
SISRS_contig-238000072.fasta	UTR
SISRS_contig-626000144.fasta	UTR
SISRS_contig-585000155.fasta	UTR
SISRS_contig-1238000003.fasta	UTR
SISRS_contig-671000156.fasta	UTR
SISRS_contig-583000087.fasta	UTR
SISRS_contig-743000171.fasta	UTR
SISRS_contig-286000121.fasta	UTR
SISRS_contig-414000083.fasta	UTR
SISRS_contig-512000190.fasta	UTR
SISRS_contig-20000021.fasta	UTR
SISRS_contig-18000069.fasta	UTR
SISRS_contig-443000093.fasta	UTR
SISRS_contig-177000072.fasta	UTR
SISRS_contig-200000057.fasta	UTR
SISRS_contig-760000094.fasta	UTR
SISRS_contig-142000184.fasta	UTR
SISRS_contig-29000053.fasta	UTR
SISRS_contig-824000076.fasta	UTR
SISRS_contig-66000028.fasta	UTR
SISRS_contig-292000174.fasta	UTR
SISRS_contig-251000053.fasta	UTR
SISRS_contig-281000121.fasta	UTR
SISRS_contig-865000134.fasta	UTR
SISRS_contig-1253000011.fasta	UTR
SISRS_contig-126000189.fasta	UTR
SISRS_contig-1061000175.fasta	UTR
SISRS_contig-1247000065.fasta	UTR
SISRS_contig-491000087.fasta	UTR
SISRS_contig-1317000003.fasta	UTR
SISRS_contig-647000144.fasta	UTR
SISRS_contig-269000196.fasta	UTR
SISRS_contig-789000127.fasta	UTR
SISRS_contig-1301000006.fasta	UTR
SISRS_contig-1653000002.fasta	UTR
SISRS_contig-319000197.fasta	UTR
SISRS_contig-660000048.fasta	UTR
SISRS_contig-1164000043.fasta	UTR
SISRS_contig-243000063.fasta	UTR
SISRS_contig-892000050.fasta	UTR
SISRS_contig-1177000008.fasta	UTR
SISRS_contig-970000171.fasta	UTR
SISRS_contig-1425000132.fasta	UTR
SISRS_contig-947000089.fasta	UTR
SISRS_contig-444000025.fasta	UTR
SISRS_contig-100000048.fasta	UTR
SISRS_contig-8000146.fasta	UTR
SISRS_contig-115.fasta	UTR
SISRS_contig-1413000055.fasta	UTR
SISRS_contig-523000182.fasta	UTR
SISRS_contig-953000173.fasta	UTR
SISRS_contig-494000109.fasta	UTR
SISRS_contig-24000156.fasta	UTR
SISRS_contig-442000109.fasta	UTR
SISRS_contig-122000010.fasta	UTR
SISRS_contig-127000164.fasta	UTR
SISRS_contig-2000087.fasta	UTR
SISRS_contig-1016000140.fasta	UTR
SISRS_contig-266000079.fasta	UTR
SISRS_contig-7000171.fasta	UTR
SISRS_contig-847000141.fasta	UTR
SISRS_contig-39000015.fasta	UTR
SISRS_contig-10000199.fasta	UTR
SISRS_contig-219000039.fasta	UTR
SISRS_contig-1286000096.fasta	UTR
SISRS_contig-575000198.fasta	UTR
SISRS_contig-921000095.fasta	UTR
SISRS_contig-110000135.fasta	UTR
SISRS_contig-1339000101.fasta	UTR
SISRS_contig-1178000049.fasta	UTR
SISRS_contig-1053000134.fasta	UTR
SISRS_contig-12000105.fasta	UTR
SISRS_contig-232000101.fasta	UTR
SISRS_contig-567000009.fasta	UTR
SISRS_contig-52000067.fasta	UTR
SISRS_contig-998000094.fasta	UTR
SISRS_contig-889000006.fasta	UTR
SISRS_contig-768000039.fasta	UTR
SISRS_contig-513000145.fasta	UTR
SISRS_contig-538000111.fasta	UTR
SISRS_contig-296000186.fasta	UTR
SISRS_contig-1136000000.fasta	UTR
SISRS_contig-26000183.fasta	UTR
SISRS_contig-55000027.fasta	UTR
SISRS_contig-1330000061.fasta	UTR
SISRS_contig-484000047.fasta	UTR
SISRS_contig-497000194.fasta	UTR
SISRS_contig-988000169.fasta	UTR
SISRS_contig-1022000044.fasta	UTR
SISRS_contig-146000007.fasta	UTR
SISRS_contig-1485000139.fasta	UTR
SISRS_contig-939000141.fasta	UTR
SISRS_contig-1312000189.fasta	UTR
SISRS_contig-993000180.fasta	UTR
SISRS_contig-157000090.fasta	UTR
SISRS_contig-69000056.fasta	UTR
SISRS_contig-727000150.fasta	UTR
SISRS_contig-8000131.fasta	UTR
SISRS_contig-115000059.fasta	UTR
SISRS_contig-1716000044.fasta	UTR
SISRS_contig-370000096.fasta	UTR
SISRS_contig-177000051.fasta	UTR
SISRS_contig-1233000104.fasta	UTR
SISRS_contig-1234000172.fasta	UTR
SISRS_contig-830000160.fasta	UTR
SISRS_contig-515000097.fasta	UTR
SISRS_contig-1581000084.fasta	UTR
SISRS_contig-376000191.fasta	UTR
SISRS_contig-467000131.fasta	UTR
SISRS_contig-407000183.fasta	UTR
SISRS_contig-10000033.fasta	UTR
SISRS_contig-829000133.fasta	UTR
SISRS_contig-268000164.fasta	UTR
SISRS_contig-40000030.fasta	UTR
SISRS_contig-1269000159.fasta	UTR
SISRS_contig-155000191.fasta	UTR
SISRS_contig-834000150.fasta	UTR
SISRS_contig-1809000127.fasta	UTR
SISRS_contig-433000080.fasta	UTR
SISRS_contig-244000144.fasta	UTR
SISRS_contig-289000056.fasta	UTR
SISRS_contig-264000079.fasta	UTR
SISRS_contig-341000084.fasta	UTR
SISRS_contig-310000181.fasta	UTR
SISRS_contig-380000104.fasta	UTR
SISRS_contig-1197000171.fasta	UTR
SISRS_contig-664000133.fasta	UTR
SISRS_contig-1526000002.fasta	UTR
SISRS_contig-762000055.fasta	UTR
SISRS_contig-813000191.fasta	UTR
SISRS_contig-1211000045.fasta	UTR
SISRS_contig-710000131.fasta	UTR
SISRS_contig-26000106.fasta	UTR
SISRS_contig-1076000187.fasta	UTR
SISRS_contig-681000141.fasta	UTR
SISRS_contig-413000001.fasta	UTR
SISRS_contig-1353000150.fasta	UTR
SISRS_contig-65000078.fasta	UTR
SISRS_contig-1593000014.fasta	UTR
SISRS_contig-194000131.fasta	UTR
SISRS_contig-100000007.fasta	UTR
SISRS_contig-970000172.fasta	UTR
SISRS_contig-994000172.fasta	UTR
SISRS_contig-74000091.fasta	UTR
SISRS_contig-1377000097.fasta	UTR
SISRS_contig-159000037.fasta	UTR
SISRS_contig-2000023.fasta	UTR
SISRS_contig-1269000105.fasta	UTR
SISRS_contig-173000042.fasta	UTR
SISRS_contig-267000051.fasta	UTR
SISRS_contig-1201000073.fasta	UTR
SISRS_contig-53000099.fasta	UTR
SISRS_contig-491000086.fasta	UTR
SISRS_contig-1117000100.fasta	UTR
SISRS_contig-1521000195.fasta	UTR
SISRS_contig-543000135.fasta	UTR
SISRS_contig-137000154.fasta	UTR
SISRS_contig-122000119.fasta	UTR
SISRS_contig-62000140.fasta	UTR
SISRS_contig-332000009.fasta	UTR
SISRS_contig-832000098.fasta	UTR
SISRS_contig-1408000144.fasta	UTR
SISRS_contig-967000120.fasta	UTR
SISRS_contig-923000134.fasta	UTR
SISRS_contig-142000110.fasta	UTR
SISRS_contig-1839000171.fasta	UTR
SISRS_contig-881000036.fasta	UTR
SISRS_contig-797000188.fasta	UTR
SISRS_contig-1267000162.fasta	UTR
SISRS_contig-882000007.fasta	UTR
SISRS_contig-448000140.fasta	UTR
SISRS_contig-1058000185.fasta	UTR
SISRS_contig-1292000172.fasta	UTR
SISRS_contig-92000172.fasta	UTR
SISRS_contig-1442000146.fasta	UTR
SISRS_contig-568000000.fasta	UTR
SISRS_contig-240000149.fasta	UTR
SISRS_contig-81000148.fasta	UTR
SISRS_contig-1236000149.fasta	UTR
SISRS_contig-1519000152.fasta	UTR
SISRS_contig-595000026.fasta	UTR
SISRS_contig-479000089.fasta	UTR
SISRS_contig-1566000115.fasta	UTR
SISRS_contig-858000119.fasta	UTR
SISRS_contig-905000025.fasta	UTR
SISRS_contig-1443000019.fasta	UTR
SISRS_contig-160000192.fasta	UTR
SISRS_contig-237000121.fasta	UTR
SISRS_contig-162000186.fasta	UTR
SISRS_contig-234000039.fasta	UTR
SISRS_contig-104000118.fasta	UTR
SISRS_contig-16000014.fasta	UTR
SISRS_contig-1731000128.fasta	UTR
SISRS_contig-605000141.fasta	UTR
SISRS_contig-1105000009.fasta	UTR
SISRS_contig-136000053.fasta	UTR
SISRS_contig-118000170.fasta	UTR
SISRS_contig-63000015.fasta	UTR
SISRS_contig-1294000199.fasta	UTR
SISRS_contig-262000057.fasta	UTR
SISRS_contig-1593000110.fasta	UTR
SISRS_contig-312000055.fasta	UTR
SISRS_contig-774000077.fasta	UTR
SISRS_contig-1098000038.fasta	UTR
SISRS_contig-1550000066.fasta	UTR
SISRS_contig-295000103.fasta	UTR
SISRS_contig-53000192.fasta	UTR
SISRS_contig-606000050.fasta	UTR
SISRS_contig-247000054.fasta	UTR
SISRS_contig-61000005.fasta	UTR
SISRS_contig-507000006.fasta	UTR
SISRS_contig-931000090.fasta	UTR
SISRS_contig-619000063.fasta	UTR
SISRS_contig-836000096.fasta	UTR
SISRS_contig-154000060.fasta	UTR
SISRS_contig-1040000013.fasta	UTR
SISRS_contig-28000194.fasta	UTR
SISRS_contig-141000110.fasta	UTR
SISRS_contig-1393000164.fasta	UTR
SISRS_contig-1467000088.fasta	UTR
SISRS_contig-104000037.fasta	UTR
SISRS_contig-1366000132.fasta	UTR
SISRS_contig-1757000123.fasta	UTR
SISRS_contig-1619000010.fasta	UTR
SISRS_contig-440000179.fasta	UTR
SISRS_contig-529000008.fasta	UTR
SISRS_contig-1722000145.fasta	UTR
SISRS_contig-984000081.fasta	UTR
SISRS_contig-1137000000.fasta	UTR
SISRS_contig-49000092.fasta	UTR
SISRS_contig-102000049.fasta	UTR
SISRS_contig-1289000098.fasta	UTR
SISRS_contig-35000014.fasta	UTR
SISRS_contig-176000063.fasta	UTR
SISRS_contig-1355000177.fasta	UTR
SISRS_contig-1349000088.fasta	UTR
SISRS_contig-1333000083.fasta	UTR
SISRS_contig-1149000079.fasta	UTR
SISRS_contig-300000182.fasta	UTR
SISRS_contig-231000013.fasta	UTR
SISRS_contig-1440000064.fasta	UTR
SISRS_contig-1485000118.fasta	UTR
SISRS_contig-585000069.fasta	UTR
SISRS_contig-400000198.fasta	UTR
SISRS_contig-1531000083.fasta	UTR
SISRS_contig-387000195.fasta	UTR
SISRS_contig-88000064.fasta	UTR
SISRS_contig-1459000093.fasta	UTR
SISRS_contig-1452000020.fasta	UTR
SISRS_contig-469000060.fasta	UTR
SISRS_contig-1422000166.fasta	UTR
SISRS_contig-269000014.fasta	UTR
SISRS_contig-125000063.fasta	UTR
SISRS_contig-469000055.fasta	UTR
SISRS_contig-249000161.fasta	UTR
SISRS_contig-1807000093.fasta	UTR
SISRS_contig-1485000195.fasta	UTR
SISRS_contig-1634000093.fasta	UTR
SISRS_contig-1052000048.fasta	UTR
SISRS_contig-480000196.fasta	UTR
SISRS_contig-626000135.fasta	UTR
SISRS_contig-496000092.fasta	UTR
SISRS_contig-1431000144.fasta	UTR
SISRS_contig-229000066.fasta	UTR
SISRS_contig-793000127.fasta	UTR
SISRS_contig-1195000008.fasta	UTR
SISRS_contig-1618000015.fasta	UTR
SISRS_contig-1358000065.fasta	UTR
SISRS_contig-993000021.fasta	UTR
SISRS_contig-1779000164.fasta	UTR
SISRS_contig-1448000024.fasta	UTR
SISRS_contig-1862000042.fasta	UTR
SISRS_contig-38000034.fasta	UTR
SISRS_contig-448000196.fasta	UTR
SISRS_contig-1721000118.fasta	UTR
SISRS_contig-1565000071.fasta	UTR
SISRS_contig-1503000183.fasta	UTR
SISRS_contig-1338000136.fasta	UTR
SISRS_contig-316000159.fasta	UTR
SISRS_contig-71000083.fasta	UTR
SISRS_contig-103000090.fasta	UTR
SISRS_contig-1777000016.fasta	UTR
SISRS_contig-1291000078.fasta	UTR
SISRS_contig-952000018.fasta	UTR
SISRS_contig-1080000152.fasta	UTR
SISRS_contig-1414000010.fasta	UTR
SISRS_contig-45000085.fasta	UTR
SISRS_contig-540000103.fasta	UTR
SISRS_contig-61000003.fasta	UTR
SISRS_contig-255000195.fasta	UTR
SISRS_contig-1447000055.fasta	UTR
SISRS_contig-206000167.fasta	UTR
SISRS_contig-1361000037.fasta	UTR
SISRS_contig-20000191.fasta	UTR
SISRS_contig-393000170.fasta	UTR
SISRS_contig-1455000173.fasta	UTR
SISRS_contig-824000025.fasta	UTR
SISRS_contig-1284000088.fasta	UTR
SISRS_contig-569000075.fasta	UTR
SISRS_contig-210000088.fasta	UTR
SISRS_contig-819000164.fasta	UTR
SISRS_contig-1492000011.fasta	UTR
SISRS_contig-627000165.fasta	UTR
SISRS_contig-737000138.fasta	UTR
SISRS_contig-873000099.fasta	UTR
SISRS_contig-78000056.fasta	UTR
SISRS_contig-1453000044.fasta	UTR
SISRS_contig-968000058.fasta	UTR
SISRS_contig-416000131.fasta	UTR
SISRS_contig-1771000006.fasta	UTR
SISRS_contig-1173000036.fasta	UTR
SISRS_contig-1245000101.fasta	UTR
SISRS_contig-1770000164.fasta	UTR
SISRS_contig-270000040.fasta	UTR
SISRS_contig-1538000025.fasta	UTR
SISRS_contig-935000035.fasta	UTR
SISRS_contig-933000061.fasta	UTR
SISRS_contig-1795000089.fasta	UTR
SISRS_contig-1500000149.fasta	UTR
SISRS_contig-1031000041.fasta	UTR
SISRS_contig-299000016.fasta	UTR
SISRS_contig-295000168.fasta	UTR
SISRS_contig-546000185.fasta	UTR
SISRS_contig-173000111.fasta	UTR
SISRS_contig-259000124.fasta	UTR
SISRS_contig-977000029.fasta	UTR
SISRS_contig-813000087.fasta	UTR
SISRS_contig-587000199.fasta	UTR
SISRS_contig-1207000115.fasta	UTR
SISRS_contig-401000003.fasta	UTR
SISRS_contig-1716000122.fasta	UTR
SISRS_contig-183000089.fasta	UTR
SISRS_contig-720000043.fasta	UTR
SISRS_contig-763000181.fasta	UTR
SISRS_contig-1168000009.fasta	UTR
SISRS_contig-488000104.fasta	UTR
SISRS_contig-1126000130.fasta	UTR
SISRS_contig-1107000051.fasta	UTR
SISRS_contig-79000018.fasta	UTR
SISRS_contig-1091000080.fasta	UTR
SISRS_contig-64000166.fasta	UTR
SISRS_contig-940000135.fasta	UTR
SISRS_contig-345000134.fasta	UTR
SISRS_contig-963000143.fasta	UTR
SISRS_contig-626000122.fasta	UTR
SISRS_contig-540000031.fasta	UTR
SISRS_contig-1663000184.fasta	UTR
SISRS_contig-836000085.fasta	UTR
SISRS_contig-1269000030.fasta	UTR
SISRS_contig-745000028.fasta	UTR
SISRS_contig-902000156.fasta	UTR
SISRS_contig-32000172.fasta	UTR
SISRS_contig-1678000021.fasta	UTR
SISRS_contig-1124000065.fasta	UTR
SISRS_contig-577000133.fasta	UTR
SISRS_contig-289000077.fasta	UTR
SISRS_contig-1146000069.fasta	UTR
SISRS_contig-1610000089.fasta	UTR
SISRS_contig-1001000134.fasta	UTR
SISRS_contig-1051000137.fasta	UTR
SISRS_contig-315000032.fasta	UTR
SISRS_contig-1738000080.fasta	UTR
SISRS_contig-1449000082.fasta	UTR
SISRS_contig-1586000056.fasta	UTR
SISRS_contig-867000122.fasta	UTR
SISRS_contig-1289000189.fasta	UTR
SISRS_contig-1215000169.fasta	UTR
SISRS_contig-399000146.fasta	UTR
SISRS_contig-82000110.fasta	UTR
SISRS_contig-22000093.fasta	UTR
SISRS_contig-1711000156.fasta	UTR
SISRS_contig-443000110.fasta	UTR
SISRS_contig-117000118.fasta	UTR
SISRS_contig-213000129.fasta	UTR
SISRS_contig-1194000179.fasta	UTR
SISRS_contig-1279000105.fasta	UTR
SISRS_contig-250000141.fasta	UTR
SISRS_contig-1003000053.fasta	UTR
SISRS_contig-1003000014.fasta	UTR
SISRS_contig-435000185.fasta	UTR
SISRS_contig-382000010.fasta	UTR
SISRS_contig-959000148.fasta	UTR
SISRS_contig-148000041.fasta	UTR
SISRS_contig-1432000085.fasta	UTR
SISRS_contig-1126000176.fasta	UTR
SISRS_contig-216000152.fasta	UTR
SISRS_contig-444000155.fasta	UTR
SISRS_contig-1003000073.fasta	UTR
SISRS_contig-281000065.fasta	UTR
SISRS_contig-1245000150.fasta	UTR
SISRS_contig-1193000168.fasta	UTR
SISRS_contig-1512000106.fasta	UTR
SISRS_contig-216000163.fasta	UTR
SISRS_contig-596000109.fasta	UTR
SISRS_contig-1567000070.fasta	UTR
SISRS_contig-1453000096.fasta	UTR
SISRS_contig-1500000061.fasta	UTR
SISRS_contig-1379000166.fasta	UTR
SISRS_contig-1731000043.fasta	UTR
SISRS_contig-1543000184.fasta	UTR
SISRS_contig-750000130.fasta	UTR
SISRS_contig-1335000195.fasta	UTR
SISRS_contig-147000068.fasta	UTR
SISRS_contig-101000045.fasta	UTR
SISRS_contig-898000161.fasta	UTR
SISRS_contig-586000109.fasta	UTR
SISRS_contig-266000133.fasta	UTR
SISRS_contig-292000115.fasta	UTR
SISRS_contig-1256000048.fasta	UTR
SISRS_contig-74000069.fasta	UTR
SISRS_contig-1712000083.fasta	UTR
SISRS_contig-1247000124.fasta	UTR
SISRS_contig-1269000060.fasta	UTR
SISRS_contig-152000103.fasta	UTR
SISRS_contig-754000095.fasta	UTR
SISRS_contig-1523000115.fasta	UTR
SISRS_contig-295000013.fasta	UTR
SISRS_contig-830000153.fasta	UTR
SISRS_contig-204000052.fasta	UTR
SISRS_contig-796000177.fasta	UTR
SISRS_contig-170000196.fasta	UTR
SISRS_contig-263000173.fasta	UTR
SISRS_contig-40000075.fasta	UTR
SISRS_contig-884000094.fasta	UTR
SISRS_contig-910000101.fasta	UTR
SISRS_contig-817000184.fasta	UTR
SISRS_contig-499000167.fasta	UTR
SISRS_contig-621000192.fasta	UTR
SISRS_contig-1288000120.fasta	UTR
SISRS_contig-915000081.fasta	UTR
SISRS_contig-1734000004.fasta	UTR
SISRS_contig-1154000150.fasta	UTR
SISRS_contig-1382000017.fasta	UTR
SISRS_contig-1556000078.fasta	UTR
SISRS_contig-761000157.fasta	UTR
SISRS_contig-605000084.fasta	UTR
SISRS_contig-1168000130.fasta	UTR
SISRS_contig-1553000179.fasta	UTR
SISRS_contig-392000088.fasta	UTR
SISRS_contig-93000092.fasta	UTR
SISRS_contig-1002000146.fasta	UTR
SISRS_contig-954000010.fasta	UTR
SISRS_contig-1614000040.fasta	UTR
SISRS_contig-843000089.fasta	UTR
SISRS_contig-1072000171.fasta	UTR
SISRS_contig-472000102.fasta	UTR
SISRS_contig-434000056.fasta	UTR
SISRS_contig-318000001.fasta	UTR
SISRS_contig-338000142.fasta	UTR
SISRS_contig-1442000077.fasta	UTR
SISRS_contig-633000089.fasta	UTR
SISRS_contig-1251000140.fasta	UTR
SISRS_contig-1673000139.fasta	UTR
SISRS_contig-1257000000.fasta	UTR
SISRS_contig-25000011.fasta	UTR
SISRS_contig-916000050.fasta	UTR
SISRS_contig-788000054.fasta	UTR
SISRS_contig-1165000001.fasta	UTR
SISRS_contig-1560000012.fasta	UTR
SISRS_contig-1072000133.fasta	UTR
SISRS_contig-1308000046.fasta	UTR
SISRS_contig-1444000141.fasta	UTR
SISRS_contig-225000012.fasta	UTR
SISRS_contig-208000028.fasta	UTR
SISRS_contig-858000007.fasta	UTR
SISRS_contig-1603000128.fasta	UTR
SISRS_contig-1322000082.fasta	UTR
SISRS_contig-445000048.fasta	UTR
SISRS_contig-772000142.fasta	UTR
SISRS_contig-978000004.fasta	UTR
SISRS_contig-309000155.fasta	UTR
SISRS_contig-1682000174.fasta	UTR
SISRS_contig-329000081.fasta	UTR
SISRS_contig-538000009.fasta	UTR
SISRS_contig-1469000181.fasta	UTR
SISRS_contig-3000066.fasta	UTR
SISRS_contig-90000033.fasta	UTR
SISRS_contig-333000152.fasta	UTR
SISRS_contig-1505000014.fasta	UTR
SISRS_contig-132000134.fasta	UTR
SISRS_contig-492000126.fasta	UTR
SISRS_contig-1660000185.fasta	UTR
SISRS_contig-183000045.fasta	UTR
SISRS_contig-1423000081.fasta	UTR
SISRS_contig-1647000126.fasta	UTR
SISRS_contig-503000175.fasta	UTR
SISRS_contig-1648000075.fasta	UTR
SISRS_contig-490000156.fasta	UTR
SISRS_contig-325000046.fasta	UTR
SISRS_contig-980000116.fasta	UTR
SISRS_contig-839000000.fasta	UTR
SISRS_contig-1310000101.fasta	UTR
SISRS_contig-501000177.fasta	UTR
SISRS_contig-215000132.fasta	UTR
SISRS_contig-1506000007.fasta	UTR
SISRS_contig-333000161.fasta	UTR
SISRS_contig-965000067.fasta	UTR
SISRS_contig-892000076.fasta	UTR
SISRS_contig-810000141.fasta	UTR
SISRS_contig-1410000051.fasta	UTR
SISRS_contig-1402000054.fasta	UTR
SISRS_contig-888000163.fasta	UTR
SISRS_contig-1729000052.fasta	UTR
SISRS_contig-347000088.fasta	UTR
SISRS_contig-148000035.fasta	UTR
SISRS_contig-581000105.fasta	UTR
SISRS_contig-714000140.fasta	UTR
SISRS_contig-309000119.fasta	UTR
SISRS_contig-879000062.fasta	UTR
SISRS_contig-379000045.fasta	UTR
SISRS_contig-1605000015.fasta	UTR
SISRS_contig-1469000164.fasta	UTR
SISRS_contig-1343000001.fasta	UTR
SISRS_contig-327000193.fasta	UTR
SISRS_contig-669000141.fasta	UTR
SISRS_contig-1782000184.fasta	UTR
SISRS_contig-81000099.fasta	UTR
SISRS_contig-651000142.fasta	UTR
SISRS_contig-1497000134.fasta	UTR
SISRS_contig-1406000015.fasta	UTR
SISRS_contig-93000019.fasta	UTR
SISRS_contig-1638000130.fasta	UTR
SISRS_contig-432000055.fasta	UTR
SISRS_contig-313000100.fasta	UTR
SISRS_contig-700000004.fasta	UTR
SISRS_contig-381000125.fasta	UTR
SISRS_contig-948000045.fasta	UTR
SISRS_contig-1264000193.fasta	UTR
SISRS_contig-189000184.fasta	UTR
SISRS_contig-56000087.fasta	UTR
SISRS_contig-1856000046.fasta	UTR
SISRS_contig-749000081.fasta	UTR
SISRS_contig-781000028.fasta	UTR
SISRS_contig-66000129.fasta	UTR
SISRS_contig-953000176.fasta	UTR
SISRS_contig-233000118.fasta	UTR
SISRS_contig-16000036.fasta	UTR
SISRS_contig-683000113.fasta	UTR
SISRS_contig-1468000057.fasta	UTR
SISRS_contig-1121000118.fasta	UTR
SISRS_contig-1400000030.fasta	UTR
SISRS_contig-169000193.fasta	UTR
SISRS_contig-490000150.fasta	UTR
SISRS_contig-1345000155.fasta	UTR
SISRS_contig-1605000191.fasta	UTR
SISRS_contig-110000100.fasta	UTR
SISRS_contig-241000035.fasta	UTR
SISRS_contig-1668000149.fasta	UTR
SISRS_contig-417000123.fasta	UTR
SISRS_contig-1433000173.fasta	UTR
SISRS_contig-1138000189.fasta	UTR
SISRS_contig-275000191.fasta	UTR
SISRS_contig-522000144.fasta	UTR
SISRS_contig-1068000049.fasta	UTR
SISRS_contig-147000062.fasta	UTR
SISRS_contig-612000198.fasta	UTR
SISRS_contig-187000116.fasta	UTR
SISRS_contig-1338000121.fasta	UTR
SISRS_contig-1305000099.fasta	UTR
SISRS_contig-595000178.fasta	UTR
SISRS_contig-34000010.fasta	UTR
SISRS_contig-1028000084.fasta	UTR
SISRS_contig-76000045.fasta	UTR
SISRS_contig-903000117.fasta	UTR
SISRS_contig-370000054.fasta	UTR
SISRS_contig-357000074.fasta	UTR
SISRS_contig-784000193.fasta	UTR
SISRS_contig-1057000172.fasta	UTR
SISRS_contig-995000133.fasta	UTR
SISRS_contig-1119000087.fasta	UTR
SISRS_contig-1391000141.fasta	UTR
SISRS_contig-1437000115.fasta	UTR
SISRS_contig-1471000045.fasta	UTR
SISRS_contig-504000070.fasta	UTR
SISRS_contig-391000184.fasta	UTR
SISRS_contig-626000184.fasta	UTR
SISRS_contig-159000149.fasta	UTR
SISRS_contig-775000199.fasta	UTR
SISRS_contig-717000081.fasta	UTR
SISRS_contig-772000182.fasta	UTR
SISRS_contig-1568000033.fasta	UTR
SISRS_contig-1350000039.fasta	UTR
SISRS_contig-1571000063.fasta	UTR
SISRS_contig-403000163.fasta	UTR
SISRS_contig-1136000130.fasta	UTR
SISRS_contig-1388000164.fasta	UTR
